date,campaign_id,channel,keyword,audience,bid_strategy,bid_spend,quality_score,landing_page_performance
2026-01-02,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,3461.96,7.5,0.425
2026-01-02,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Target ROAS,3038.22,9.5,0.227
2026-01-02,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target ROAS,2840.12,6.6,0.706
2026-01-02,CAMP_GGL_DG_03,Google Ads,mutual funds app,App Installers,Maximize Conversions,3065.55,9.1,0.262
2026-01-02,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Maximize Conversions,1720.31,3.9,0.28
2026-01-02,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Maximize Conversions,3486.40,7.3,0.476
2026-01-02,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target CPA,1201.00,7.0,0.315
2026-01-02,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,3185.15,9.6,0.224
2026-01-02,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target CPA,2660.26,3.7,0.459
2026-01-02,CAMP_GGL_UAC_04,Google Ads,intraday app,KYC Dropoff,Target ROAS,1013.67,3.5,0.624
2026-01-02,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,1695.94,6.6,0.7
2026-01-02,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,1505.49,6.8,0.65
2026-01-02,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,1680.81,5.9,0.306
2026-01-02,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2401.85,8.7,0.662
2026-01-02,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Video Engagers,Bid Cap,3070.37,4.2,0.41
2026-01-02,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Cost Cap,2758.87,8.1,0.742
2026-01-02,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Bid Cap,2904.57,4.4,0.613
2026-01-02,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Target Cost,1386.93,7.4,0.768
2026-01-02,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Target Cost,718.71,6.7,0.599
2026-01-02,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,597.22,7.9,0.332
2026-01-02,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Maximum Delivery,352.58,8.8,0.549
2026-01-03,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,3242.97,3.9,0.598
2026-01-03,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target ROAS,3044.72,3.6,0.305
2026-01-03,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1410.25,8.5,0.245
2026-01-03,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,2415.06,6.1,0.255
2026-01-03,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,2245.08,5.1,0.38
2026-01-03,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,2719.25,7.5,0.67
2026-01-03,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Maximize Conversions,3256.20,7.5,0.233
2026-01-03,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Target ROAS,3332.79,7.3,0.22
2026-01-03,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,1163.39,9.3,0.248
2026-01-03,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,3256.21,6.6,0.341
2026-01-03,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target CPA,3414.19,8.7,0.748
2026-01-03,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Maximize Conversions,1786.27,6.1,0.446
2026-01-03,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,1316.10,9.5,0.269
2026-01-03,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Bid Cap,972.43,3.3,0.484
2026-01-03,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Video Engagers,Cost Cap,1865.62,3.4,0.698
2026-01-03,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,1750.45,9.0,0.608
2026-01-03,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,1313.08,,0.51
2026-01-03,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Highest Volume,2542.63,4.8,0.184
2026-01-03,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2861.90,3.9,0.199
2026-01-03,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,725.97,3.2,0.405
2026-01-03,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,480.55,4.7,0.222
2026-01-03,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,1262.00,5.3,0.538
2026-01-04,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Target ROAS,2742.07,7.6,0.407
2026-01-04,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,1706.11,5.1,0.685
2026-01-04,CAMP_GGL_BRAND_01,Google Ads,stock trading app,High Intent Traders,Target ROAS,888.41,7.0,0.352
2026-01-04,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Target ROAS,2207.27,6.0,0.737
2026-01-04,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Maximize Conversions,3033.30,3.6,0.347
2026-01-04,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Target CPA,2564.28,3.2,0.488
2026-01-04,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,2075.87,6.7,0.528
2026-01-04,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,3180.43,6.1,0.411
2026-01-04,CAMP_GGL_DG_03,Google Ads,stock trading app,App Installers,Maximize Conversions,3295.42,4.3,0.613
2026-01-04,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,2327.34,5.0,0.342
2026-01-04,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,952.91,4.6,0.43
2026-01-04,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Cost Cap,11111.70,6.8,0.43
2026-01-04,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Bid Cap,1892.98,6.6,0.656
2026-01-04,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Video Engagers,Cost Cap,2871.00,7.0,0.68
2026-01-04,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Bid Cap,1712.94,3.8,0.615
2026-01-04,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Bid Cap,2296.32,5.6,0.185
2026-01-04,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,1525.01,8.4,0.656
2026-01-04,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,2311.58,6.4,0.711
2026-01-04,CAMP_META_RM_07,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,2799.64,6.7,0.564
2026-01-04,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,1048.70,3.3,0.571
2026-01-04,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,891.28,6.5,0.694
2026-01-04,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,527.82,6.0,0.789
2026-01-04,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,1158.11,3.6,0.199
2026-01-05,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Maximize Conversions,3560.74,9.2,0.542
2026-01-05,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,Brand Searchers,Target CPA,2253.81,6.1,0.38
2026-01-05,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target CPA,3323.08,9.0,0.743
2026-01-05,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Target ROAS,3345.96,5.5,0.363
2026-01-05,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1175.46,3.4,0.29
2026-01-05,CAMP_GGL_DG_03,Google Ads,best trading platform,App Installers,Target CPA,1284.84,9.1,0.316
2026-01-05,CAMP_GGL_UAC_04,Google Ads,open demat account,App Installers,Target CPA,2358.41,7.1,0.626
2026-01-05,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,2253.69,5.8,0.702
2026-01-05,CAMP_GGL_UAC_04,Google Ads,open demat account,Brand Searchers,Maximize Conversions,3188.78,5.0,0.699
2026-01-05,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Target ROAS,2092.56,6.9,0.541
2026-01-05,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,1435.28,5.0,0.339
2026-01-05,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Highest Volume,1374.09,4.0,0.309
2026-01-05,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Bid Cap,1729.54,5.7,0.641
2026-01-05,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,-29.50,4.2,0.197
2026-01-05,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2039.49,9.5,0.195
2026-01-05,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Highest Volume,2742.33,7.5,0.297
2026-01-05,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Bid Cap,2003.81,6.9,0.434
2026-01-05,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,2168.48,6.9,0.221
2026-01-05,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,1421.86,4.3,0.366
2026-01-05,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Cost Cap,1113.80,9.1,0.24
2026-01-05,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,3048.52,5.1,0.47
2026-01-05,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,478.06,8.9,0.222
2026-01-05,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,1249.31,5.9,0.555
2026-01-05,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Startup Founders,Maximum Delivery,1053.72,6.2,0.263
2026-01-06,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Target CPA,914.51,4.6,0.558
2026-01-06,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Target CPA,1096.75,3.1,0.42
2026-01-06,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target ROAS,3061.36,5.1,0.263
2026-01-06,CAMP_GGL_GEN_02,Google Ads,zero brokerage,App Installers,Target ROAS,3152.29,7.2,0.628
2026-01-06,CAMP_GGL_DG_03,Google Ads,stock trading app,High Intent Traders,Target ROAS,1678.90,8.6,0.525
2026-01-06,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Target CPA,1816.69,9.3,0.733
2026-01-06,CAMP_GGL_DG_03,Google Ads,best trading platform,KYC Dropoff,Target ROAS,2049.17,7.1,0.569
2026-01-06,CAMP_GGL_UAC_04,Google Ads,open demat account,Brand Searchers,Target CPA,2490.02,8.6,0.757
2026-01-06,CAMP_GGL_UAC_04,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,8565.14,7.6,0.195
2026-01-06,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target ROAS,2899.77,4.0,0.762
2026-01-06,CAMP_GGL_UAC_04,Google Ads,intraday app,Brand Searchers,Target ROAS,3153.09,5.0,0.32
2026-01-06,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Cost Cap,1913.80,6.5,0.702
2026-01-06,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,2723.54,8.9,0.415
2026-01-06,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Highest Volume,2512.54,9.8,0.266
2026-01-06,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,1335.33,3.2,0.76
2026-01-06,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Highest Volume,1744.30,7.3,0.63
2026-01-06,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,1707.79,6.2,0.752
2026-01-06,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,3008.22,9.0,0.26
2026-01-06,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,504.16,8.7,0.533
2026-01-06,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,1159.00,5.2,0.472
2026-01-06,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,583.60,8.5,0.619
2026-01-06,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,998.22,7.5,0.288
2026-01-07,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,App Installers,Target CPA,1435.44,5.4,0.483
2026-01-07,CAMP_GGL_BRAND_01,Google Ads,best trading platform,App Installers,Target CPA,1067.87,5.2,0.684
2026-01-07,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Target CPA,2630.22,4.2,0.38
2026-01-07,CAMP_GGL_GEN_02,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,1571.07,7.7,0.492
2026-01-07,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Target CPA,3421.69,9.7,0.202
2026-01-07,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1038.26,5.5,0.549
2026-01-07,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Maximize Conversions,2555.38,3.5,0.646
2026-01-07,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Maximize Conversions,2959.06,7.6,0.34
2026-01-07,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,1457.49,4.7,0.683
2026-01-07,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target CPA,2130.11,6.8,0.581
2026-01-07,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,2223.39,5.2,0.766
2026-01-07,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Highest Volume,1761.17,5.5,0.537
2026-01-07,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Retarget 30D,Bid Cap,2813.00,8.5,0.648
2026-01-07,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,2943.10,6.3,0.481
2026-01-07,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2788.38,6.8,0.342
2026-01-07,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Cost Cap,2627.98,9.5,0.577
2026-01-07,CAMP_META_RM_07,Meta (FB/IG),options traders,Finance Interests,Cost Cap,1726.09,3.6,0.586
2026-01-07,CAMP_META_RM_07,Meta (FB/IG),options traders,Finance Interests,Bid Cap,3084.03,6.0,0.378
2026-01-07,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Target Cost,338.17,6.5,0.382
2026-01-07,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Target Cost,1133.16,7.2,0.617
2026-01-07,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,1261.24,8.9,0.688
2026-01-07,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,349.97,3.4,0.698
2026-01-08,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,High Intent Traders,Target ROAS,-56.29,9.6,0.539
2026-01-08,CAMP_GGL_BRAND_01,Google Ads,open demat account,Brand Searchers,Maximize Conversions,1864.56,3.5,0.727
2026-01-08,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target ROAS,1429.77,7.1,0.451
2026-01-08,CAMP_GGL_GEN_02,Google Ads,open demat account,App Installers,Maximize Conversions,1464.40,7.5,0.487
2026-01-08,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Target ROAS,3112.63,8.0,0.765
2026-01-08,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Maximize Conversions,2425.54,3.7,0.457
2026-01-08,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,2787.35,8.3,0.342
2026-01-08,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Maximize Conversions,2288.18,9.5,0.789
2026-01-08,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Target ROAS,3186.51,4.6,0.252
2026-01-08,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Target CPA,3547.36,4.2,0.195
2026-01-08,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target CPA,2491.06,5.6,0.555
2026-01-08,CAMP_GGL_UAC_04,Google Ads,mutual funds app,App Installers,Maximize Conversions,1368.65,4.9,0.739
2026-01-08,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,824.11,9.2,0.489
2026-01-08,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,2288.19,7.7,0.598
2026-01-08,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,743.14,3.2,0.456
2026-01-08,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,1690.77,7.0,0.47
2026-01-08,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,1154.42,7.7,0.426
2026-01-08,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,1000.06,5.1,0.433
2026-01-08,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Video Engagers,Highest Volume,1381.89,3.1,0.668
2026-01-08,CAMP_META_RM_07,Meta (FB/IG),options traders,Video Engagers,Bid Cap,3075.29,3.3,0.679
2026-01-08,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,1131.91,7.9,0.474
2026-01-08,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,1338.02,5.4,0.236
2026-01-08,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,420.61,7.5,0.208
2026-01-09,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Maximize Conversions,2458.79,9.2,0.405
2026-01-09,CAMP_GGL_BRAND_01,Google Ads,stock trading app,App Installers,Target ROAS,843.68,6.0,0.578
2026-01-09,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Target CPA,3540.36,6.0,0.312
2026-01-09,CAMP_GGL_BRAND_01,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,1598.84,4.2,0.412
2026-01-09,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Maximize Conversions,3233.29,5.1,0.478
2026-01-09,CAMP_GGL_GEN_02,Google Ads,stock trading app,App Installers,Target ROAS,3026.39,6.3,0.41
2026-01-09,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target CPA,2576.15,9.0,0.336
2026-01-09,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Target CPA,3443.52,4.3,0.532
2026-01-09,CAMP_GGL_DG_03,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,2590.43,6.7,0.205
2026-01-09,CAMP_GGL_DG_03,Google Ads,zero brokerage,App Installers,Maximize Conversions,1241.00,8.5,0.22
2026-01-09,CAMP_GGL_UAC_04,Google Ads,intraday app,App Installers,Target ROAS,2458.84,9.2,0.243
2026-01-09,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,1326.87,7.8,0.657
2026-01-09,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Target CPA,1773.31,9.8,0.668
2026-01-09,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Bid Cap,1432.87,6.0,0.203
2026-01-09,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Video Engagers,Highest Volume,932.34,7.3,0.723
2026-01-09,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Lookalike 2%,Highest Volume,1803.08,5.3,0.196
2026-01-09,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,2679.92,7.6,0.425
2026-01-09,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,2118.14,3.6,0.652
2026-01-09,CAMP_META_RM_07,Meta (FB/IG),instant form lead,Retarget 30D,Cost Cap,1536.24,7.6,0.498
2026-01-09,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Target Cost,738.63,7.8,0.429
2026-01-10,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target CPA,3488.49,,0.537
2026-01-10,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target CPA,1798.45,9.4,0.635
2026-01-10,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,3337.48,9.5,0.516
2026-01-10,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,High Intent Traders,Target CPA,-111.32,8.5,0.256
2026-01-10,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1792.52,5.8,0.645
2026-01-10,CAMP_GGL_GEN_02,Google Ads,open demat account,KYC Dropoff,Target ROAS,3320.35,6.8,0.404
2026-01-10,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Target ROAS,1217.02,7.4,0.203
2026-01-10,CAMP_GGL_DG_03,Google Ads,open demat account,KYC Dropoff,Maximize Conversions,1324.25,9.0,0.665
2026-01-10,CAMP_GGL_DG_03,Google Ads,zero brokerage,Brand Searchers,Target ROAS,3542.73,5.1,0.236
2026-01-10,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,3415.98,7.6,0.239
2026-01-10,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Target ROAS,2350.72,4.7,0.202
2026-01-10,CAMP_GGL_UAC_04,Google Ads,open demat account,KYC Dropoff,Target ROAS,3138.79,5.2,0.453
2026-01-10,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Highest Volume,2110.40,8.9,0.448
2026-01-10,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Highest Volume,1594.41,6.9,0.787
2026-01-10,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,2006.21,6.6,0.37
2026-01-10,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Lookalike 2%,Highest Volume,1896.70,4.4,0.203
2026-01-10,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Highest Volume,715.33,3.8,0.324
2026-01-10,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Bid Cap,868.87,4.4,0.236
2026-01-10,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Cost Cap,1235.36,6.9,0.241
2026-01-10,CAMP_META_RM_07,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,1800.33,6.1,0.724
2026-01-10,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Highest Volume,2506.49,8.0,0.394
2026-01-10,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,1300.50,8.1,0.188
2026-01-10,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,496.42,4.3,0.419
2026-01-10,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Maximum Delivery,959.44,9.3,0.182
2026-01-10,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,1200.17,6.0,0.195
2026-01-11,CAMP_GGL_BRAND_01,Google Ads,open demat account,High Intent Traders,Maximize Conversions,2163.93,5.9,0.239
2026-01-11,CAMP_GGL_GEN_02,Google Ads,open demat account,High Intent Traders,Maximize Conversions,1467.74,8.8,0.604
2026-01-11,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Maximize Conversions,2725.21,6.4,0.642
2026-01-11,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,1601.49,9.2,0.631
2026-01-11,CAMP_GGL_DG_03,Google Ads,best trading platform,High Intent Traders,Target ROAS,2789.95,5.7,0.406
2026-01-11,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,918.45,3.8,0.516
2026-01-11,CAMP_GGL_DG_03,Google Ads,best trading platform,KYC Dropoff,Target ROAS,2245.21,3.6,0.477
2026-01-11,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Target ROAS,1394.61,7.4,0.404
2026-01-11,CAMP_GGL_UAC_04,Google Ads,stock trading app,Brand Searchers,Target CPA,1186.46,4.7,0.309
2026-01-11,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Video Engagers,Cost Cap,2677.87,8.6,0.705
2026-01-11,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Video Engagers,Bid Cap,2752.76,4.7,0.41
2026-01-11,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Video Engagers,Highest Volume,2489.47,3.2,0.785
2026-01-11,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,739.86,5.4,0.447
2026-01-11,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,1067.96,5.7,0.572
2026-01-11,CAMP_META_RM_07,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,2599.49,4.9,0.332
2026-01-11,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,1121.39,9.4,0.73
2026-01-11,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Target Cost,300.72,5.2,0.587
2026-01-11,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Maximum Delivery,1151.14,9.6,0.615
2026-01-12,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,High Intent Traders,Target CPA,2555.65,6.5,0.51
